"Group","DisplayName","ObjectClass","ObsPath","ManagerLevel1","ShareAssignments","NtfsAssignments","ExpandedMembers","MaxDepth","HasCycle","IsTruncated","Rights","ShareId","ShareIds","Sources","FullPath","ExamplePath"
"LAB\SS-ENT-0047-Readers","SS-ENT-0047-Readers","group","CORP.ENT.SHARE0047.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0047","share-WINSERVER-SSEnt0047","Share","",""
"LAB\SS-ENT-0048-Readers","SS-ENT-0048-Readers","group","CORP.ENT.SHARE0048.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0048","share-WINSERVER-SSEnt0048","Share","",""
"LAB\SS-ENT-0049-Readers","SS-ENT-0049-Readers","group","CORP.ENT.SHARE0049.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0049","share-WINSERVER-SSEnt0049","Share","",""
"LAB\SS-ENT-0050-Readers","SS-ENT-0050-Readers","group","CORP.ENT.SHARE0050.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0050","share-WINSERVER-SSEnt0050","Share","",""
"LAB\SS-ENT-0051-Readers","SS-ENT-0051-Readers","group","CORP.ENT.SHARE0051.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0051","share-WINSERVER-SSEnt0051","Share","",""
"LAB\SS-ENT-0052-Readers","SS-ENT-0052-Readers","group","CORP.ENT.SHARE0052.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0052","share-WINSERVER-SSEnt0052","Share","",""
"LAB\SS-ENT-0053-Readers","SS-ENT-0053-Readers","group","CORP.ENT.SHARE0053.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0053","share-WINSERVER-SSEnt0053","Share","",""
"LAB\SS-ENT-0054-Readers","SS-ENT-0054-Readers","group","CORP.ENT.SHARE0054.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0054","share-WINSERVER-SSEnt0054","Share","",""
"LAB\SS-ENT-0055-Readers","SS-ENT-0055-Readers","group","CORP.ENT.SHARE0055.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0055","share-WINSERVER-SSEnt0055","Share","",""
"LAB\SS-ENT-0056-Readers","SS-ENT-0056-Readers","group","CORP.ENT.SHARE0056.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0056","share-WINSERVER-SSEnt0056","Share","",""
"LAB\SS-ENT-0057-Readers","SS-ENT-0057-Readers","group","CORP.ENT.SHARE0057.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0057","share-WINSERVER-SSEnt0057","Share","",""
"LAB\SS-ENT-0058-Readers","SS-ENT-0058-Readers","group","CORP.ENT.SHARE0058.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0058","share-WINSERVER-SSEnt0058","Share","",""
"LAB\SS-ENT-0059-Readers","SS-ENT-0059-Readers","group","CORP.ENT.SHARE0059.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0059","share-WINSERVER-SSEnt0059","Share","",""
"LAB\SS-ENT-0060-Readers","SS-ENT-0060-Readers","group","CORP.ENT.SHARE0060.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0060","share-WINSERVER-SSEnt0060","Share","",""
"LAB\SS-ENT-0061-Readers","SS-ENT-0061-Readers","group","CORP.ENT.SHARE0061.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0061","share-WINSERVER-SSEnt0061","Share","",""
"LAB\SS-ENT-0062-Readers","SS-ENT-0062-Readers","group","CORP.ENT.SHARE0062.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0062","share-WINSERVER-SSEnt0062","Share","",""
"LAB\SS-ENT-0063-Readers","SS-ENT-0063-Readers","group","CORP.ENT.SHARE0063.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0063","share-WINSERVER-SSEnt0063","Share","",""
"LAB\SS-ENT-0064-Readers","SS-ENT-0064-Readers","group","CORP.ENT.SHARE0064.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0064","share-WINSERVER-SSEnt0064","Share","",""
"LAB\SS-ENT-0065-Readers","SS-ENT-0065-Readers","group","CORP.ENT.SHARE0065.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0065","share-WINSERVER-SSEnt0065","Share","",""
"LAB\SS-ENT-0066-Readers","SS-ENT-0066-Readers","group","CORP.ENT.SHARE0066.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0066","share-WINSERVER-SSEnt0066","Share","",""
"LAB\SS-ENT-0067-Readers","SS-ENT-0067-Readers","group","CORP.ENT.SHARE0067.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0067","share-WINSERVER-SSEnt0067","Share","",""
"LAB\SS-ENT-0068-Readers","SS-ENT-0068-Readers","group","CORP.ENT.SHARE0068.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0068","share-WINSERVER-SSEnt0068","Share","",""
"LAB\SS-ENT-0069-Readers","SS-ENT-0069-Readers","group","CORP.ENT.SHARE0069.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0069","share-WINSERVER-SSEnt0069","Share","",""
"LAB\SS-ENT-0070-Readers","SS-ENT-0070-Readers","group","CORP.ENT.SHARE0070.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0070","share-WINSERVER-SSEnt0070","Share","",""
"LAB\SS-ENT-0071-Readers","SS-ENT-0071-Readers","group","CORP.ENT.SHARE0071.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0071","share-WINSERVER-SSEnt0071","Share","",""
"LAB\SS-ENT-0072-Readers","SS-ENT-0072-Readers","group","CORP.ENT.SHARE0072.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0072","share-WINSERVER-SSEnt0072","Share","",""
"LAB\SS-ENT-0073-Readers","SS-ENT-0073-Readers","group","CORP.ENT.SHARE0073.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0073","share-WINSERVER-SSEnt0073","Share","",""
"LAB\SS-ENT-0074-Readers","SS-ENT-0074-Readers","group","CORP.ENT.SHARE0074.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0074","share-WINSERVER-SSEnt0074","Share","",""
"LAB\SS-ENT-0075-Readers","SS-ENT-0075-Readers","group","CORP.ENT.SHARE0075.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0075","share-WINSERVER-SSEnt0075","Share","",""
"LAB\SS-ENT-0076-Readers","SS-ENT-0076-Readers","group","CORP.ENT.SHARE0076.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0076","share-WINSERVER-SSEnt0076","Share","",""
"LAB\SS-ENT-0077-Readers","SS-ENT-0077-Readers","group","CORP.ENT.SHARE0077.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0077","share-WINSERVER-SSEnt0077","Share","",""
"LAB\SS-ENT-0078-Readers","SS-ENT-0078-Readers","group","CORP.ENT.SHARE0078.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0078","share-WINSERVER-SSEnt0078","Share","",""
"LAB\SS-ENT-0079-Readers","SS-ENT-0079-Readers","group","CORP.ENT.SHARE0079.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0079","share-WINSERVER-SSEnt0079","Share","",""
"LAB\SS-ENT-0080-Readers","SS-ENT-0080-Readers","group","CORP.ENT.SHARE0080.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0080","share-WINSERVER-SSEnt0080","Share","",""
"LAB\SS-ENT-0081-Readers","SS-ENT-0081-Readers","group","CORP.ENT.SHARE0081.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0081","share-WINSERVER-SSEnt0081","Share","",""
"LAB\SS-ENT-0082-Readers","SS-ENT-0082-Readers","group","CORP.ENT.SHARE0082.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0082","share-WINSERVER-SSEnt0082","Share","",""
"LAB\SS-ENT-0083-Readers","SS-ENT-0083-Readers","group","CORP.ENT.SHARE0083.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0083","share-WINSERVER-SSEnt0083","Share","",""
"LAB\SS-ENT-0084-Readers","SS-ENT-0084-Readers","group","CORP.ENT.SHARE0084.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0084","share-WINSERVER-SSEnt0084","Share","",""
"LAB\SS-ENT-0085-Readers","SS-ENT-0085-Readers","group","CORP.ENT.SHARE0085.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0085","share-WINSERVER-SSEnt0085","Share","",""
"LAB\SS-ENT-0086-Readers","SS-ENT-0086-Readers","group","CORP.ENT.SHARE0086.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0086","share-WINSERVER-SSEnt0086","Share","",""
"LAB\SS-ENT-0087-Readers","SS-ENT-0087-Readers","group","CORP.ENT.SHARE0087.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0087","share-WINSERVER-SSEnt0087","Share","",""
"LAB\SS-ENT-0088-Readers","SS-ENT-0088-Readers","group","CORP.ENT.SHARE0088.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0088","share-WINSERVER-SSEnt0088","Share","",""
"LAB\SS-ENT-0089-Readers","SS-ENT-0089-Readers","group","CORP.ENT.SHARE0089.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0089","share-WINSERVER-SSEnt0089","Share","",""
"LAB\SS-ENT-0090-Readers","SS-ENT-0090-Readers","group","CORP.ENT.SHARE0090.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0090","share-WINSERVER-SSEnt0090","Share","",""
"LAB\SS-ENT-0091-Readers","SS-ENT-0091-Readers","group","CORP.ENT.SHARE0091.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0091","share-WINSERVER-SSEnt0091","Share","",""
"LAB\SS-ENT-0092-Readers","SS-ENT-0092-Readers","group","CORP.ENT.SHARE0092.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0092","share-WINSERVER-SSEnt0092","Share","",""
"LAB\SS-ENT-0093-Readers","SS-ENT-0093-Readers","group","CORP.ENT.SHARE0093.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0093","share-WINSERVER-SSEnt0093","Share","",""
"LAB\SS-ENT-0094-Readers","SS-ENT-0094-Readers","group","CORP.ENT.SHARE0094.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0094","share-WINSERVER-SSEnt0094","Share","",""
"LAB\SS-ENT-0095-Readers","SS-ENT-0095-Readers","group","CORP.ENT.SHARE0095.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0095","share-WINSERVER-SSEnt0095","Share","",""
"LAB\SS-ENT-0096-Readers","SS-ENT-0096-Readers","group","CORP.ENT.SHARE0096.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0096","share-WINSERVER-SSEnt0096","Share","",""
"LAB\SS-ENT-0097-Readers","SS-ENT-0097-Readers","group","CORP.ENT.SHARE0097.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0097","share-WINSERVER-SSEnt0097","Share","",""
"LAB\SS-ENT-0098-Readers","SS-ENT-0098-Readers","group","CORP.ENT.SHARE0098.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0098","share-WINSERVER-SSEnt0098","Share","",""
"LAB\SS-ENT-0099-Readers","SS-ENT-0099-Readers","group","CORP.ENT.SHARE0099.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0099","share-WINSERVER-SSEnt0099","Share","",""
"LAB\SS-ENT-0100-Readers","SS-ENT-0100-Readers","group","CORP.ENT.SHARE0100.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0100","share-WINSERVER-SSEnt0100","Share","",""
"LAB\SS-ENT-0101-Readers","SS-ENT-0101-Readers","group","CORP.ENT.SHARE0101.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0101","share-WINSERVER-SSEnt0101","Share","",""
"LAB\SS-ENT-0102-Readers","SS-ENT-0102-Readers","group","CORP.ENT.SHARE0102.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0102","share-WINSERVER-SSEnt0102","Share","",""
"LAB\SS-ENT-0103-Readers","SS-ENT-0103-Readers","group","CORP.ENT.SHARE0103.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0103","share-WINSERVER-SSEnt0103","Share","",""
"LAB\SS-ENT-0104-Readers","SS-ENT-0104-Readers","group","CORP.ENT.SHARE0104.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0104","share-WINSERVER-SSEnt0104","Share","",""
"LAB\SS-ENT-0105-Readers","SS-ENT-0105-Readers","group","CORP.ENT.SHARE0105.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0105","share-WINSERVER-SSEnt0105","Share","",""
"LAB\SS-ENT-0106-Readers","SS-ENT-0106-Readers","group","CORP.ENT.SHARE0106.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0106","share-WINSERVER-SSEnt0106","Share","",""
"LAB\SS-ENT-0107-Readers","SS-ENT-0107-Readers","group","CORP.ENT.SHARE0107.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0107","share-WINSERVER-SSEnt0107","Share","",""
"LAB\SS-ENT-0108-Readers","SS-ENT-0108-Readers","group","CORP.ENT.SHARE0108.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0108","share-WINSERVER-SSEnt0108","Share","",""
"LAB\SS-ENT-0109-Readers","SS-ENT-0109-Readers","group","CORP.ENT.SHARE0109.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0109","share-WINSERVER-SSEnt0109","Share","",""
"LAB\SS-ENT-0110-Readers","SS-ENT-0110-Readers","group","CORP.ENT.SHARE0110.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0110","share-WINSERVER-SSEnt0110","Share","",""
"LAB\SS-ENT-0111-Readers","SS-ENT-0111-Readers","group","CORP.ENT.SHARE0111.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0111","share-WINSERVER-SSEnt0111","Share","",""
"LAB\SS-ENT-0112-Readers","SS-ENT-0112-Readers","group","CORP.ENT.SHARE0112.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0112","share-WINSERVER-SSEnt0112","Share","",""
"LAB\SS-ENT-0113-Readers","SS-ENT-0113-Readers","group","CORP.ENT.SHARE0113.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0113","share-WINSERVER-SSEnt0113","Share","",""
"LAB\SS-ENT-0114-Readers","SS-ENT-0114-Readers","group","CORP.ENT.SHARE0114.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0114","share-WINSERVER-SSEnt0114","Share","",""
"LAB\SS-ENT-0115-Readers","SS-ENT-0115-Readers","group","CORP.ENT.SHARE0115.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0115","share-WINSERVER-SSEnt0115","Share","",""
"LAB\SS-ENT-0116-Readers","SS-ENT-0116-Readers","group","CORP.ENT.SHARE0116.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0116","share-WINSERVER-SSEnt0116","Share","",""
"LAB\SS-ENT-0117-Readers","SS-ENT-0117-Readers","group","CORP.ENT.SHARE0117.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0117","share-WINSERVER-SSEnt0117","Share","",""
"LAB\SS-ENT-0118-Readers","SS-ENT-0118-Readers","group","CORP.ENT.SHARE0118.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0118","share-WINSERVER-SSEnt0118","Share","",""
"LAB\SS-ENT-0119-Readers","SS-ENT-0119-Readers","group","CORP.ENT.SHARE0119.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0119","share-WINSERVER-SSEnt0119","Share","",""
"LAB\SS-ENT-0120-Readers","SS-ENT-0120-Readers","group","CORP.ENT.SHARE0120.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0120","share-WINSERVER-SSEnt0120","Share","",""
"LAB\SS-ENT-0121-Readers","SS-ENT-0121-Readers","group","CORP.ENT.SHARE0121.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0121","share-WINSERVER-SSEnt0121","Share","",""
"LAB\SS-ENT-0122-Readers","SS-ENT-0122-Readers","group","CORP.ENT.SHARE0122.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0122","share-WINSERVER-SSEnt0122","Share","",""
"LAB\SS-ENT-0123-Readers","SS-ENT-0123-Readers","group","CORP.ENT.SHARE0123.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0123","share-WINSERVER-SSEnt0123","Share","",""
"LAB\SS-ENT-0124-Readers","SS-ENT-0124-Readers","group","CORP.ENT.SHARE0124.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0124","share-WINSERVER-SSEnt0124","Share","",""
"LAB\SS-ENT-0125-Readers","SS-ENT-0125-Readers","group","CORP.ENT.SHARE0125.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0125","share-WINSERVER-SSEnt0125","Share","",""
"LAB\SS-ENT-0126-Readers","SS-ENT-0126-Readers","group","CORP.ENT.SHARE0126.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0126","share-WINSERVER-SSEnt0126","Share","",""
"LAB\SS-ENT-0127-Readers","SS-ENT-0127-Readers","group","CORP.ENT.SHARE0127.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0127","share-WINSERVER-SSEnt0127","Share","",""
"LAB\SS-ENT-0128-Readers","SS-ENT-0128-Readers","group","CORP.ENT.SHARE0128.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0128","share-WINSERVER-SSEnt0128","Share","",""
"LAB\SS-ENT-0129-Readers","SS-ENT-0129-Readers","group","CORP.ENT.SHARE0129.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0129","share-WINSERVER-SSEnt0129","Share","",""
"LAB\SS-ENT-0130-Readers","SS-ENT-0130-Readers","group","CORP.ENT.SHARE0130.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0130","share-WINSERVER-SSEnt0130","Share","",""
"LAB\SS-ENT-0131-Readers","SS-ENT-0131-Readers","group","CORP.ENT.SHARE0131.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0131","share-WINSERVER-SSEnt0131","Share","",""
"LAB\SS-ENT-0132-Readers","SS-ENT-0132-Readers","group","CORP.ENT.SHARE0132.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0132","share-WINSERVER-SSEnt0132","Share","",""
"LAB\SS-ENT-0133-Readers","SS-ENT-0133-Readers","group","CORP.ENT.SHARE0133.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0133","share-WINSERVER-SSEnt0133","Share","",""
"LAB\SS-ENT-0134-Readers","SS-ENT-0134-Readers","group","CORP.ENT.SHARE0134.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0134","share-WINSERVER-SSEnt0134","Share","",""
"LAB\SS-ENT-0135-Readers","SS-ENT-0135-Readers","group","CORP.ENT.SHARE0135.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0135","share-WINSERVER-SSEnt0135","Share","",""
"LAB\SS-ENT-0136-Readers","SS-ENT-0136-Readers","group","CORP.ENT.SHARE0136.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0136","share-WINSERVER-SSEnt0136","Share","",""
"LAB\SS-ENT-0137-Readers","SS-ENT-0137-Readers","group","CORP.ENT.SHARE0137.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0137","share-WINSERVER-SSEnt0137","Share","",""
"LAB\SS-ENT-0138-Readers","SS-ENT-0138-Readers","group","CORP.ENT.SHARE0138.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0138","share-WINSERVER-SSEnt0138","Share","",""
"LAB\SS-ENT-0139-Readers","SS-ENT-0139-Readers","group","CORP.ENT.SHARE0139.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0139","share-WINSERVER-SSEnt0139","Share","",""
"LAB\SS-ENT-0140-Readers","SS-ENT-0140-Readers","group","CORP.ENT.SHARE0140.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0140","share-WINSERVER-SSEnt0140","Share","",""
"LAB\SS-ENT-0141-Readers","SS-ENT-0141-Readers","group","CORP.ENT.SHARE0141.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0141","share-WINSERVER-SSEnt0141","Share","",""
"LAB\SS-ENT-0142-Readers","SS-ENT-0142-Readers","group","CORP.ENT.SHARE0142.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0142","share-WINSERVER-SSEnt0142","Share","",""
"LAB\SS-ENT-0143-Readers","SS-ENT-0143-Readers","group","CORP.ENT.SHARE0143.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0143","share-WINSERVER-SSEnt0143","Share","",""
"LAB\SS-ENT-0144-Readers","SS-ENT-0144-Readers","group","CORP.ENT.SHARE0144.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0144","share-WINSERVER-SSEnt0144","Share","",""
"LAB\SS-ENT-0145-Readers","SS-ENT-0145-Readers","group","CORP.ENT.SHARE0145.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0145","share-WINSERVER-SSEnt0145","Share","",""
"LAB\SS-ENT-0146-Readers","SS-ENT-0146-Readers","group","CORP.ENT.SHARE0146.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0146","share-WINSERVER-SSEnt0146","Share","",""
"LAB\SS-ENT-0147-Readers","SS-ENT-0147-Readers","group","CORP.ENT.SHARE0147.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0147","share-WINSERVER-SSEnt0147","Share","",""
"LAB\SS-ENT-0148-Readers","SS-ENT-0148-Readers","group","CORP.ENT.SHARE0148.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0148","share-WINSERVER-SSEnt0148","Share","",""
"LAB\SS-ENT-0149-Readers","SS-ENT-0149-Readers","group","CORP.ENT.SHARE0149.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0149","share-WINSERVER-SSEnt0149","Share","",""
"LAB\SS-ENT-0150-Readers","SS-ENT-0150-Readers","group","CORP.ENT.SHARE0150.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0150","share-WINSERVER-SSEnt0150","Share","",""
"LAB\SS-ENT-0151-Readers","SS-ENT-0151-Readers","group","CORP.ENT.SHARE0151.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0151","share-WINSERVER-SSEnt0151","Share","",""
"LAB\SS-ENT-0152-Readers","SS-ENT-0152-Readers","group","CORP.ENT.SHARE0152.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0152","share-WINSERVER-SSEnt0152","Share","",""
"LAB\SS-ENT-0153-Readers","SS-ENT-0153-Readers","group","CORP.ENT.SHARE0153.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0153","share-WINSERVER-SSEnt0153","Share","",""
"LAB\SS-ENT-0154-Readers","SS-ENT-0154-Readers","group","CORP.ENT.SHARE0154.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0154","share-WINSERVER-SSEnt0154","Share","",""
"LAB\SS-ENT-0155-Readers","SS-ENT-0155-Readers","group","CORP.ENT.SHARE0155.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0155","share-WINSERVER-SSEnt0155","Share","",""
"LAB\SS-ENT-0156-Readers","SS-ENT-0156-Readers","group","CORP.ENT.SHARE0156.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0156","share-WINSERVER-SSEnt0156","Share","",""
"LAB\SS-ENT-0157-Readers","SS-ENT-0157-Readers","group","CORP.ENT.SHARE0157.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0157","share-WINSERVER-SSEnt0157","Share","",""
"LAB\SS-ENT-0158-Readers","SS-ENT-0158-Readers","group","CORP.ENT.SHARE0158.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0158","share-WINSERVER-SSEnt0158","Share","",""
"LAB\SS-ENT-0159-Readers","SS-ENT-0159-Readers","group","CORP.ENT.SHARE0159.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0159","share-WINSERVER-SSEnt0159","Share","",""
"LAB\SS-ENT-0160-Readers","SS-ENT-0160-Readers","group","CORP.ENT.SHARE0160.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0160","share-WINSERVER-SSEnt0160","Share","",""
"LAB\SS-ENT-0161-Readers","SS-ENT-0161-Readers","group","CORP.ENT.SHARE0161.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0161","share-WINSERVER-SSEnt0161","Share","",""
"LAB\SS-ENT-0162-Readers","SS-ENT-0162-Readers","group","CORP.ENT.SHARE0162.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0162","share-WINSERVER-SSEnt0162","Share","",""
"LAB\SS-ENT-0163-Readers","SS-ENT-0163-Readers","group","CORP.ENT.SHARE0163.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0163","share-WINSERVER-SSEnt0163","Share","",""
"LAB\SS-ENT-0164-Readers","SS-ENT-0164-Readers","group","CORP.ENT.SHARE0164.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0164","share-WINSERVER-SSEnt0164","Share","",""
"LAB\SS-ENT-0165-Readers","SS-ENT-0165-Readers","group","CORP.ENT.SHARE0165.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0165","share-WINSERVER-SSEnt0165","Share","",""
"LAB\SS-ENT-0166-Readers","SS-ENT-0166-Readers","group","CORP.ENT.SHARE0166.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0166","share-WINSERVER-SSEnt0166","Share","",""
"LAB\SS-ENT-0167-Readers","SS-ENT-0167-Readers","group","CORP.ENT.SHARE0167.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0167","share-WINSERVER-SSEnt0167","Share","",""
"LAB\SS-ENT-0168-Readers","SS-ENT-0168-Readers","group","CORP.ENT.SHARE0168.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0168","share-WINSERVER-SSEnt0168","Share","",""
"LAB\SS-ENT-0169-Readers","SS-ENT-0169-Readers","group","CORP.ENT.SHARE0169.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0169","share-WINSERVER-SSEnt0169","Share","",""
"LAB\SS-ENT-0170-Readers","SS-ENT-0170-Readers","group","CORP.ENT.SHARE0170.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0170","share-WINSERVER-SSEnt0170","Share","",""
"LAB\SS-ENT-0171-Readers","SS-ENT-0171-Readers","group","CORP.ENT.SHARE0171.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0171","share-WINSERVER-SSEnt0171","Share","",""
"LAB\SS-ENT-0172-Readers","SS-ENT-0172-Readers","group","CORP.ENT.SHARE0172.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0172","share-WINSERVER-SSEnt0172","Share","",""
"LAB\SS-ENT-0173-Readers","SS-ENT-0173-Readers","group","CORP.ENT.SHARE0173.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0173","share-WINSERVER-SSEnt0173","Share","",""
